"Member_number";"Date";"Day_in_week";"Day";"Month";"Year";"Product_1";"Product_2";"Product_3";"Product_4";"Product_5";"Product_6";"Product_7";"Product_8";"Product_9";"Product_10";"Product_11"
1289;2014-08-10 00:00:00;1.0;"10";"08";"2014";"herbs";"yogurt";"prosecco";;;;;;;;
1309;2014-08-10 00:00:00;1.0;"10";"08";"2014";"curd";"whipped/sour cream";;;;;;;;;
1654;2014-08-10 00:00:00;1.0;"10";"08";"2014";"cream cheese ";"female sanitary products";;;;;;;;;
1738;2014-08-10 00:00:00;1.0;"10";"08";"2014";"whole milk";"liquor (appetizer)";;;;;;;;;
1774;2014-08-10 00:00:00;1.0;"10";"08";"2014";"other vegetables";"cereals";"cleaner";;;;;;;;
1944;2014-08-10 00:00:00;1.0;"10";"08";"2014";"pork";"cake bar";;;;;;;;;
2035;2014-08-10 00:00:00;1.0;"10";"08";"2014";"white bread";"frozen vegetables";;;;;;;;;
2089;2014-08-10 00:00:00;1.0;"10";"08";"2014";"bottled beer";"pasta";;;;;;;;;
2198;2014-08-10 00:00:00;1.0;"10";"08";"2014";"chicken";"cream";;;;;;;;;
2741;2014-08-10 00:00:00;1.0;"10";"08";"2014";"UHT-milk";"canned beer";;;;;;;;;
2784;2014-08-10 00:00:00;1.0;"10";"08";"2014";"berries";"coffee";"margarine";;;;;;;;
2788;2014-08-10 00:00:00;1.0;"10";"08";"2014";"rolls/buns";"salty snack";;;;;;;;;
2803;2014-08-10 00:00:00;1.0;"10";"08";"2014";"rolls/buns";"curd";;;;;;;;;
2955;2014-08-10 00:00:00;1.0;"10";"08";"2014";"sausage";"pastry";;;;;;;;;
3084;2014-08-10 00:00:00;1.0;"10";"08";"2014";"root vegetables";"yogurt";;;;;;;;;
3317;2014-08-10 00:00:00;1.0;"10";"08";"2014";"soda";"soda";;;;;;;;;
3480;2014-08-10 00:00:00;1.0;"10";"08";"2014";"root vegetables";"chocolate";;;;;;;;;
3518;2014-08-10 00:00:00;1.0;"10";"08";"2014";"candy";"spread cheese";;;;;;;;;
3537;2014-08-10 00:00:00;1.0;"10";"08";"2014";"frozen vegetables";"cookware";;;;;;;;;
3569;2014-08-10 00:00:00;1.0;"10";"08";"2014";"chewing gum";"spread cheese";;;;;;;;;
3636;2014-08-10 00:00:00;1.0;"10";"08";"2014";"soda";"brown bread";"rolls/buns";"sliced cheese";;;;;;;
3867;2014-08-10 00:00:00;1.0;"10";"08";"2014";"chicken";"flower soil/fertilizer";;;;;;;;;
3918;2014-08-10 00:00:00;1.0;"10";"08";"2014";"rolls/buns";"canned beer";;;;;;;;;
4069;2014-08-10 00:00:00;1.0;"10";"08";"2014";"pickled vegetables";"Instant food products";;;;;;;;;
4692;2014-08-10 00:00:00;1.0;"10";"08";"2014";"curd";"cream cheese ";"hygiene articles";;;;;;;;
4802;2014-08-10 00:00:00;1.0;"10";"08";"2014";"tropical fruit";"cooking chocolate";;;;;;;;;
4804;2014-08-10 00:00:00;1.0;"10";"08";"2014";"tropical fruit";"other vegetables";;;;;;;;;
1024;2015-08-10 00:00:00;2.0;"10";"08";"2015";"fish";"root vegetables";"tropical fruit";"other vegetables";;;;;;;
1155;2015-08-10 00:00:00;2.0;"10";"08";"2015";"whole milk";"house keeping products";;;;;;;;;
1857;2015-08-10 00:00:00;2.0;"10";"08";"2015";"pip fruit";"long life bakery product";;;;;;;;;
2128;2015-08-10 00:00:00;2.0;"10";"08";"2015";"sausage";"soda";;;;;;;;;
2278;2015-08-10 00:00:00;2.0;"10";"08";"2015";"shopping bags";"coffee";;;;;;;;;
2721;2015-08-10 00:00:00;2.0;"10";"08";"2015";"cream cheese ";"frankfurter";"root vegetables";"yogurt";;;;;;;
2743;2015-08-10 00:00:00;2.0;"10";"08";"2015";"soda";"specialty cheese";"candy";;;;;;;;
2918;2015-08-10 00:00:00;2.0;"10";"08";"2015";"whole milk";"ham";;;;;;;;;
3050;2015-08-10 00:00:00;2.0;"10";"08";"2015";"whole milk";"chocolate";"roll products ";;;;;;;;
3097;2015-08-10 00:00:00;2.0;"10";"08";"2015";"berries";"brown bread";;;;;;;;;
3797;2015-08-10 00:00:00;2.0;"10";"08";"2015";"other vegetables";"other vegetables";;;;;;;;;
4032;2015-08-10 00:00:00;2.0;"10";"08";"2015";"other vegetables";"sausage";;;;;;;;;
4220;2015-08-10 00:00:00;2.0;"10";"08";"2015";"tropical fruit";"canned beer";"detergent";"bottled water";;;;;;;
4531;2015-08-10 00:00:00;2.0;"10";"08";"2015";"canned beer";"brown bread";"herbs";"pastry";;;;;;;
4643;2015-08-10 00:00:00;2.0;"10";"08";"2015";"ice cream";"photo/film";"flour";;;;;;;;
4895;2015-08-10 00:00:00;2.0;"10";"08";"2015";"canned beer";"cereals";;;;;;;;;
1129;2014-09-10 00:00:00;4.0;"10";"09";"2014";"grapes";"frozen meals";"flower (seeds)";;;;;;;;
1190;2014-09-10 00:00:00;4.0;"10";"09";"2014";"whipped/sour cream";"specialty chocolate";;;;;;;;;
1407;2014-09-10 00:00:00;4.0;"10";"09";"2014";"white bread";"domestic eggs";;;;;;;;;
1596;2014-09-10 00:00:00;4.0;"10";"09";"2014";"pot plants";"other vegetables";;;;;;;;;
1682;2014-09-10 00:00:00;4.0;"10";"09";"2014";"yogurt";"berries";;;;;;;;;
1736;2014-09-10 00:00:00;4.0;"10";"09";"2014";"tropical fruit";"long life bakery product";;;;;;;;;
1789;2014-09-10 00:00:00;4.0;"10";"09";"2014";"whole milk";"newspapers";;;;;;;;;
2041;2014-09-10 00:00:00;4.0;"10";"09";"2014";"dessert";"zwieback";;;;;;;;;
2042;2014-09-10 00:00:00;4.0;"10";"09";"2014";"pip fruit";"other vegetables";;;;;;;;;
2262;2014-09-10 00:00:00;4.0;"10";"09";"2014";"whole milk";"waffles";;;;;;;;;
2308;2014-09-10 00:00:00;4.0;"10";"09";"2014";"cream cheese ";"yogurt";"bottled beer";"bottled beer";;;;;;;
2989;2014-09-10 00:00:00;4.0;"10";"09";"2014";"citrus fruit";"flour";;;;;;;;;
3184;2014-09-10 00:00:00;4.0;"10";"09";"2014";"sliced cheese";"domestic eggs";;;;;;;;;
3232;2014-09-10 00:00:00;4.0;"10";"09";"2014";"pastry";"rolls/buns";;;;;;;;;
3316;2014-09-10 00:00:00;4.0;"10";"09";"2014";"rolls/buns";"seasonal products";;;;;;;;;
3578;2014-09-10 00:00:00;4.0;"10";"09";"2014";"oil";"shopping bags";;;;;;;;;
3689;2014-09-10 00:00:00;4.0;"10";"09";"2014";"pastry";"rolls/buns";;;;;;;;;
3998;2014-09-10 00:00:00;4.0;"10";"09";"2014";"root vegetables";"canned fish";"hygiene articles";;;;;;;;
4155;2014-09-10 00:00:00;4.0;"10";"09";"2014";"salty snack";"whole milk";"softener";"Instant food products";;;;;;;
4355;2014-09-10 00:00:00;4.0;"10";"09";"2014";"pip fruit";"pet care";;;;;;;;;
4649;2014-09-10 00:00:00;4.0;"10";"09";"2014";"chewing gum";"cream cheese ";"waffles";;;;;;;;
4898;2014-09-10 00:00:00;4.0;"10";"09";"2014";"bottled beer";"margarine";;;;;;;;;
1279;2015-09-10 00:00:00;5.0;"10";"09";"2015";"beverages";"sausage";"whole milk";"citrus fruit";"whole milk";;;;;;
1719;2015-09-10 00:00:00;5.0;"10";"09";"2015";"coffee";"whole milk";;;;;;;;;
1818;2015-09-10 00:00:00;5.0;"10";"09";"2015";"red/blush wine";"specialty bar";"rolls/buns";;;;;;;;
1857;2015-09-10 00:00:00;5.0;"10";"09";"2015";"pork";"pip fruit";"chocolate";;;;;;;;
2063;2015-09-10 00:00:00;5.0;"10";"09";"2015";"newspapers";"soups";;;;;;;;;
2290;2015-09-10 00:00:00;5.0;"10";"09";"2015";"other vegetables";"pip fruit";;;;;;;;;
2524;2015-09-10 00:00:00;5.0;"10";"09";"2015";"citrus fruit";"beef";"citrus fruit";"whipped/sour cream";"dishes";"bottled beer";"whole milk";;;;
2663;2015-09-10 00:00:00;5.0;"10";"09";"2015";"chicken";"pastry";;;;;;;;;
2675;2015-09-10 00:00:00;5.0;"10";"09";"2015";"margarine";"rolls/buns";;;;;;;;;
2716;2015-09-10 00:00:00;5.0;"10";"09";"2015";"tropical fruit";"rolls/buns";"zwieback";;;;;;;;
2799;2015-09-10 00:00:00;5.0;"10";"09";"2015";"citrus fruit";"pickled vegetables";;;;;;;;;
2815;2015-09-10 00:00:00;5.0;"10";"09";"2015";"root vegetables";"beef";;;;;;;;;
3251;2015-09-10 00:00:00;5.0;"10";"09";"2015";"soda";"other vegetables";;;;;;;;;
3254;2015-09-10 00:00:00;5.0;"10";"09";"2015";"frankfurter";"brown bread";;;;;;;;;
3456;2015-09-10 00:00:00;5.0;"10";"09";"2015";"whipped/sour cream";"sausage";"root vegetables";"soda";;;;;;;
3593;2015-09-10 00:00:00;5.0;"10";"09";"2015";"pork";"whole milk";"other vegetables";;;;;;;;
3896;2015-09-10 00:00:00;5.0;"10";"09";"2015";"sausage";"dessert";;;;;;;;;
4074;2015-09-10 00:00:00;5.0;"10";"09";"2015";"whole milk";"flour";;;;;;;;;
4331;2015-09-10 00:00:00;5.0;"10";"09";"2015";"sausage";"sugar";;;;;;;;;
4336;2015-09-10 00:00:00;5.0;"10";"09";"2015";"beef";"soda";;;;;;;;;
4567;2015-09-10 00:00:00;5.0;"10";"09";"2015";"tropical fruit";"rolls/buns";;;;;;;;;
1050;2014-10-10 00:00:00;6.0;"10";"10";"2014";"whipped/sour cream";"hygiene articles";;;;;;;;;
1333;2014-10-10 00:00:00;6.0;"10";"10";"2014";"citrus fruit";"fruit/vegetable juice";;;;;;;;;
1473;2014-10-10 00:00:00;6.0;"10";"10";"2014";"whole milk";"whipped/sour cream";"long life bakery product";;;;;;;;
1599;2014-10-10 00:00:00;6.0;"10";"10";"2014";"cream cheese ";"candy";;;;;;;;;
1966;2014-10-10 00:00:00;6.0;"10";"10";"2014";"whole milk";"bottled water";;;;;;;;;
2067;2014-10-10 00:00:00;6.0;"10";"10";"2014";"jam";"root vegetables";;;;;;;;;
2082;2014-10-10 00:00:00;6.0;"10";"10";"2014";"fruit/vegetable juice";"butter";"rolls/buns";;;;;;;;
2235;2014-10-10 00:00:00;6.0;"10";"10";"2014";"dish cleaner";"grapes";"ketchup";;;;;;;;
2237;2014-10-10 00:00:00;6.0;"10";"10";"2014";"coffee";"margarine";;;;;;;;;
2372;2014-10-10 00:00:00;6.0;"10";"10";"2014";"sausage";"whole milk";;;;;;;;;
2638;2014-10-10 00:00:00;6.0;"10";"10";"2014";"turkey";"photo/film";"mayonnaise";;;;;;;;
2706;2014-10-10 00:00:00;6.0;"10";"10";"2014";"whole milk";"misc. beverages";;;;;;;;;
2801;2014-10-10 00:00:00;6.0;"10";"10";"2014";"dessert";"bottled water";;;;;;;;;
3256;2014-10-10 00:00:00;6.0;"10";"10";"2014";"canned beer";"yogurt";"white bread";;;;;;;;
3521;2014-10-10 00:00:00;6.0;"10";"10";"2014";"yogurt";"rolls/buns";;;;;;;;;
3967;2014-10-10 00:00:00;6.0;"10";"10";"2014";"root vegetables";"shopping bags";;;;;;;;;
4028;2014-10-10 00:00:00;6.0;"10";"10";"2014";"semi-finished bread";"other vegetables";;;;;;;;;
4404;2014-10-10 00:00:00;6.0;"10";"10";"2014";"candy";"coffee";;;;;;;;;
4735;2014-10-10 00:00:00;6.0;"10";"10";"2014";"specialty chocolate";"hamburger meat";"frozen fish";;;;;;;;
4740;2014-10-10 00:00:00;6.0;"10";"10";"2014";"rolls/buns";"dog food";;;;;;;;;
4959;2014-10-10 00:00:00;6.0;"10";"10";"2014";"rolls/buns";"rubbing alcohol";"pastry";;;;;;;;
1497;2015-10-10 00:00:00;7.0;"10";"10";"2015";"butter milk";"margarine";;;;;;;;;
1639;2015-10-10 00:00:00;7.0;"10";"10";"2015";"frankfurter";"tropical fruit";"mustard";;;;;;;;
1782;2015-10-10 00:00:00;7.0;"10";"10";"2015";"pork";"rolls/buns";;;;;;;;;
2200;2015-10-10 00:00:00;7.0;"10";"10";"2015";"soft cheese";"pork";"white bread";"fruit/vegetable juice";;;;;;;
2340;2015-10-10 00:00:00;7.0;"10";"10";"2015";"pip fruit";"whole milk";;;;;;;;;
2466;2015-10-10 00:00:00;7.0;"10";"10";"2015";"citrus fruit";"whole milk";"bottled water";;;;;;;;
2505;2015-10-10 00:00:00;7.0;"10";"10";"2015";"butter";"whipped/sour cream";"rolls/buns";;;;;;;;
2623;2015-10-10 00:00:00;7.0;"10";"10";"2015";"processed cheese";"whole milk";"rolls/buns";"margarine";;;;;;;
2742;2015-10-10 00:00:00;7.0;"10";"10";"2015";"misc. beverages";"dessert";"spread cheese";"onions";"coffee";;;;;;
2752;2015-10-10 00:00:00;7.0;"10";"10";"2015";"sausage";"berries";;;;;;;;;
2950;2015-10-10 00:00:00;7.0;"10";"10";"2015";"coffee";"bottled water";"roll products ";;;;;;;;
3015;2015-10-10 00:00:00;7.0;"10";"10";"2015";"sausage";"white bread";"coffee";;;;;;;;
3449;2015-10-10 00:00:00;7.0;"10";"10";"2015";"whole milk";"white bread";;;;;;;;;
3484;2015-10-10 00:00:00;7.0;"10";"10";"2015";"sausage";"herbs";;;;;;;;;
3779;2015-10-10 00:00:00;7.0;"10";"10";"2015";"yogurt";"domestic eggs";;;;;;;;;
4138;2015-10-10 00:00:00;7.0;"10";"10";"2015";"whole milk";"other vegetables";;;;;;;;;
4267;2015-10-10 00:00:00;7.0;"10";"10";"2015";"fish";"bottled beer";;;;;;;;;
4336;2015-10-10 00:00:00;7.0;"10";"10";"2015";"sausage";"rolls/buns";"pot plants";"snack products";;;;;;;
4357;2015-10-10 00:00:00;7.0;"10";"10";"2015";"processed cheese";"brown bread";"house keeping products";;;;;;;;
4573;2015-10-10 00:00:00;7.0;"10";"10";"2015";"frankfurter";"whole milk";"margarine";;;;;;;;
4783;2015-10-10 00:00:00;7.0;"10";"10";"2015";"bottled beer";"curd";"kitchen towels";;;;;;;;
4953;2015-10-10 00:00:00;7.0;"10";"10";"2015";"tropical fruit";"mayonnaise";"other vegetables";"meat";"roll products ";"napkins";"frozen meals";"newspapers";;;
1028;2014-11-10 00:00:00;2.0;"10";"11";"2014";"soda";"butter";;;;;;;;;
1495;2014-11-10 00:00:00;2.0;"10";"11";"2014";"whipped/sour cream";"misc. beverages";;;;;;;;;
1929;2014-11-10 00:00:00;2.0;"10";"11";"2014";"berries";"pastry";;;;;;;;;
1998;2014-11-10 00:00:00;2.0;"10";"11";"2014";"root vegetables";"whipped/sour cream";;;;;;;;;
2154;2014-11-10 00:00:00;2.0;"10";"11";"2014";"soda";"yogurt";;;;;;;;;
2278;2014-11-10 00:00:00;2.0;"10";"11";"2014";"soda";"rolls/buns";;;;;;;;;
2408;2014-11-10 00:00:00;2.0;"10";"11";"2014";"citrus fruit";"brown bread";"cat food";;;;;;;;
2440;2014-11-10 00:00:00;2.0;"10";"11";"2014";"onions";"domestic eggs";"long life bakery product";"pastry";;;;;;;
2511;2014-11-10 00:00:00;2.0;"10";"11";"2014";"sugar";"bottled beer";"packaged fruit/vegetables";"bottled water";;;;;;;
2547;2014-11-10 00:00:00;2.0;"10";"11";"2014";"sausage";"processed cheese";;;;;;;;;
2730;2014-11-10 00:00:00;2.0;"10";"11";"2014";"specialty bar";"domestic eggs";;;;;;;;;
2932;2014-11-10 00:00:00;2.0;"10";"11";"2014";"whole milk";"rolls/buns";"waffles";;;;;;;;
3082;2014-11-10 00:00:00;2.0;"10";"11";"2014";"soda";"frozen dessert";"pickled vegetables";;;;;;;;
3174;2014-11-10 00:00:00;2.0;"10";"11";"2014";"bottled water";"butter milk";;;;;;;;;
3324;2014-11-10 00:00:00;2.0;"10";"11";"2014";"dog food";"chewing gum";"coffee";;;;;;;;
3485;2014-11-10 00:00:00;2.0;"10";"11";"2014";"rolls/buns";"misc. beverages";;;;;;;;;
3775;2014-11-10 00:00:00;2.0;"10";"11";"2014";"newspapers";"cookware";;;;;;;;;
3799;2014-11-10 00:00:00;2.0;"10";"11";"2014";"pork";"pip fruit";;;;;;;;;
3898;2014-11-10 00:00:00;2.0;"10";"11";"2014";"hamburger meat";"whipped/sour cream";;;;;;;;;
3941;2014-11-10 00:00:00;2.0;"10";"11";"2014";"berries";"curd";"specialty cheese";;;;;;;;
4012;2014-11-10 00:00:00;2.0;"10";"11";"2014";"canned beer";"cream cheese ";;;;;;;;;
4015;2014-11-10 00:00:00;2.0;"10";"11";"2014";"whole milk";"pastry";;;;;;;;;
4080;2014-11-10 00:00:00;2.0;"10";"11";"2014";"canned beer";"salty snack";;;;;;;;;
4129;2014-11-10 00:00:00;2.0;"10";"11";"2014";"whole milk";"pastry";"chewing gum";"shopping bags";;;;;;;
4191;2014-11-10 00:00:00;2.0;"10";"11";"2014";"other vegetables";"spread cheese";;;;;;;;;
4198;2014-11-10 00:00:00;2.0;"10";"11";"2014";"whole milk";"rolls/buns";"canned fish";;;;;;;;
4443;2014-11-10 00:00:00;2.0;"10";"11";"2014";"other vegetables";"whole milk";;;;;;;;;
4645;2014-11-10 00:00:00;2.0;"10";"11";"2014";"yogurt";"baking powder";;;;;;;;;
4715;2014-11-10 00:00:00;2.0;"10";"11";"2014";"root vegetables";"margarine";"rolls/buns";;;;;;;;
4756;2014-11-10 00:00:00;2.0;"10";"11";"2014";"fruit/vegetable juice";"pot plants";;;;;;;;;
1051;2015-11-10 00:00:00;3.0;"10";"11";"2015";"fish";"tropical fruit";"red/blush wine";"cream cheese ";;;;;;;
1058;2015-11-10 00:00:00;3.0;"10";"11";"2015";"root vegetables";"other vegetables";;;;;;;;;
1608;2015-11-10 00:00:00;3.0;"10";"11";"2015";"tropical fruit";"frozen vegetables";"whole milk";"snack products";;;;;;;
1688;2015-11-10 00:00:00;3.0;"10";"11";"2015";"finished products";"root vegetables";;;;;;;;;
2191;2015-11-10 00:00:00;3.0;"10";"11";"2015";"specialty cheese";"misc. beverages";;;;;;;;;
2299;2015-11-10 00:00:00;3.0;"10";"11";"2015";"turkey";"newspapers";;;;;;;;;
2454;2015-11-10 00:00:00;3.0;"10";"11";"2015";"frankfurter";"sausage";"whole milk";"domestic eggs";"fruit/vegetable juice";;;;;;
2475;2015-11-10 00:00:00;3.0;"10";"11";"2015";"beverages";"domestic eggs";"soda";"butter milk";;;;;;;
2492;2015-11-10 00:00:00;3.0;"10";"11";"2015";"root vegetables";"whole milk";;;;;;;;;
2535;2015-11-10 00:00:00;3.0;"10";"11";"2015";"frankfurter";"whole milk";"other vegetables";"root vegetables";;;;;;;
2730;2015-11-10 00:00:00;3.0;"10";"11";"2015";"beef";"root vegetables";"frozen potato products";"butter";"newspapers";;;;;;
2838;2015-11-10 00:00:00;3.0;"10";"11";"2015";"rolls/buns";"bottled water";"vinegar";;;;;;;;
3048;2015-11-10 00:00:00;3.0;"10";"11";"2015";"sausage";"white bread";;;;;;;;;
3507;2015-11-10 00:00:00;3.0;"10";"11";"2015";"whole milk";"pip fruit";"frozen vegetables";"soda";;;;;;;
3694;2015-11-10 00:00:00;3.0;"10";"11";"2015";"chicken";"other vegetables";;;;;;;;;
3716;2015-11-10 00:00:00;3.0;"10";"11";"2015";"tropical fruit";"cake bar";;;;;;;;;
3764;2015-11-10 00:00:00;3.0;"10";"11";"2015";"ice cream";"dog food";;;;;;;;;
3779;2015-11-10 00:00:00;3.0;"10";"11";"2015";"ham";"white bread";"long life bakery product";;;;;;;;
3942;2015-11-10 00:00:00;3.0;"10";"11";"2015";"other vegetables";"rolls/buns";;;;;;;;;
4334;2015-11-10 00:00:00;3.0;"10";"11";"2015";"berries";"fruit/vegetable juice";;;;;;;;;
4474;2015-11-10 00:00:00;3.0;"10";"11";"2015";"pastry";"brown bread";;;;;;;;;
4679;2015-11-10 00:00:00;3.0;"10";"11";"2015";"chicken";"waffles";"pip fruit";"tropical fruit";"pastry";"bottled water";"shopping bags";"bottled water";;;
1019;2014-12-10 00:00:00;4.0;"10";"12";"2014";"hamburger meat";"red/blush wine";;;;;;;;;
1053;2014-12-10 00:00:00;4.0;"10";"12";"2014";"other vegetables";"whole milk";;;;;;;;;
1086;2014-12-10 00:00:00;4.0;"10";"12";"2014";"ice cream";"whipped/sour cream";;;;;;;;;
1092;2014-12-10 00:00:00;4.0;"10";"12";"2014";"yogurt";"newspapers";;;;;;;;;
1142;2014-12-10 00:00:00;4.0;"10";"12";"2014";"rolls/buns";"soda";;;;;;;;;
1361;2014-12-10 00:00:00;4.0;"10";"12";"2014";"whole milk";"hard cheese";;;;;;;;;
1378;2014-12-10 00:00:00;4.0;"10";"12";"2014";"UHT-milk";"soft cheese";;;;;;;;;
1399;2014-12-10 00:00:00;4.0;"10";"12";"2014";"frozen meals";"canned vegetables";;;;;;;;;
1557;2014-12-10 00:00:00;4.0;"10";"12";"2014";"domestic eggs";"chocolate";;;;;;;;;
1680;2014-12-10 00:00:00;4.0;"10";"12";"2014";"specialty bar";"soda";;;;;;;;;
1741;2014-12-10 00:00:00;4.0;"10";"12";"2014";"fruit/vegetable juice";"packaged fruit/vegetables";;;;;;;;;
2318;2014-12-10 00:00:00;4.0;"10";"12";"2014";"frozen fish";"whipped/sour cream";;;;;;;;;
2591;2014-12-10 00:00:00;4.0;"10";"12";"2014";"root vegetables";"root vegetables";;;;;;;;;
2632;2014-12-10 00:00:00;4.0;"10";"12";"2014";"other vegetables";"whole milk";;;;;;;;;
3103;2014-12-10 00:00:00;4.0;"10";"12";"2014";"whole milk";"frozen vegetables";;;;;;;;;
3116;2014-12-10 00:00:00;4.0;"10";"12";"2014";"whole milk";"onions";;;;;;;;;
3120;2014-12-10 00:00:00;4.0;"10";"12";"2014";"pip fruit";"whipped/sour cream";;;;;;;;;
3183;2014-12-10 00:00:00;4.0;"10";"12";"2014";"soda";"grapes";;;;;;;;;
3208;2014-12-10 00:00:00;4.0;"10";"12";"2014";"root vegetables";"newspapers";;;;;;;;;
3379;2014-12-10 00:00:00;4.0;"10";"12";"2014";"roll products ";"butter milk";;;;;;;;;
3707;2014-12-10 00:00:00;4.0;"10";"12";"2014";"pork";"herbs";;;;;;;;;
3721;2014-12-10 00:00:00;4.0;"10";"12";"2014";"tropical fruit";"bottled beer";;;;;;;;;
3749;2014-12-10 00:00:00;4.0;"10";"12";"2014";"pip fruit";"waffles";;;;;;;;;
3793;2014-12-10 00:00:00;4.0;"10";"12";"2014";"canned fruit";"brown bread";;;;;;;;;
3823;2014-12-10 00:00:00;4.0;"10";"12";"2014";"whole milk";"frozen vegetables";;;;;;;;;
3876;2014-12-10 00:00:00;4.0;"10";"12";"2014";"domestic eggs";"hard cheese";;;;;;;;;
4673;2014-12-10 00:00:00;4.0;"10";"12";"2014";"bottled water";"processed cheese";;;;;;;;;
4715;2014-12-10 00:00:00;4.0;"10";"12";"2014";"soda";"snack products";;;;;;;;;
4741;2014-12-10 00:00:00;4.0;"10";"12";"2014";"sausage";"fruit/vegetable juice";"chewing gum";;;;;;;;
4756;2014-12-10 00:00:00;4.0;"10";"12";"2014";"tropical fruit";"coffee";"red/blush wine";;;;;;;;
4955;2014-12-10 00:00:00;4.0;"10";"12";"2014";"processed cheese";"white bread";;;;;;;;;
1199;2015-12-10 00:00:00;5.0;"10";"12";"2015";"sugar";"canned vegetables";"flour";"bottled water";"salty snack";;;;;;
2166;2015-12-10 00:00:00;5.0;"10";"12";"2015";"sausage";"other vegetables";"waffles";;;;;;;;
2673;2015-12-10 00:00:00;5.0;"10";"12";"2015";"yogurt";"canned beer";;;;;;;;;
2869;2015-12-10 00:00:00;5.0;"10";"12";"2015";"beef";"tropical fruit";"root vegetables";"whole milk";"cream cheese ";"newspapers";;;;;
3048;2015-12-10 00:00:00;5.0;"10";"12";"2015";"chicken";"rolls/buns";"liquor (appetizer)";"pip fruit";"hygiene articles";;;;;;
3634;2015-12-10 00:00:00;5.0;"10";"12";"2015";"citrus fruit";"frozen vegetables";;;;;;;;;
4117;2015-12-10 00:00:00;5.0;"10";"12";"2015";"canned beer";"organic sausage";"tropical fruit";"shopping bags";;;;;;;
4474;2015-12-10 00:00:00;5.0;"10";"12";"2015";"whole milk";"canned beer";"specialty bar";"sugar";"detergent";;;;;;
4524;2015-12-10 00:00:00;5.0;"10";"12";"2015";"whole milk";"ice cream";;;;;;;;;
4575;2015-12-10 00:00:00;5.0;"10";"12";"2015";"ice cream";"other vegetables";;;;;;;;;
4628;2015-12-10 00:00:00;5.0;"10";"12";"2015";"fish";"soda";"bottled beer";"bottled beer";;;;;;;
4938;2015-12-10 00:00:00;5.0;"10";"12";"2015";"whole milk";"other vegetables";;;;;;;;;
1241;2014-01-11 00:00:00;7.0;"11";"01";"2014";"whole milk";"specialty cheese";;;;;;;;;
1308;2014-01-11 00:00:00;7.0;"11";"01";"2014";"napkins";"pastry";;;;;;;;;
1403;2014-01-11 00:00:00;7.0;"11";"01";"2014";"cling film/bags";"fruit/vegetable juice";;;;;;;;;
1589;2014-01-11 00:00:00;7.0;"11";"01";"2014";"dessert";"butter";;;;;;;;;
1820;2014-01-11 00:00:00;7.0;"11";"01";"2014";"citrus fruit";"butter milk";;;;;;;;;
1869;2014-01-11 00:00:00;7.0;"11";"01";"2014";"root vegetables";"tropical fruit";;;;;;;;;
2544;2014-01-11 00:00:00;7.0;"11";"01";"2014";"instant coffee";"processed cheese";;;;;;;;;
2551;2014-01-11 00:00:00;7.0;"11";"01";"2014";"other vegetables";"curd";;;;;;;;;
2606;2014-01-11 00:00:00;7.0;"11";"01";"2014";"whole milk";"candles";;;;;;;;;
2630;2014-01-11 00:00:00;7.0;"11";"01";"2014";"root vegetables";"processed cheese";;;;;;;;;
2750;2014-01-11 00:00:00;7.0;"11";"01";"2014";"waffles";"sparkling wine";;;;;;;;;
2860;2014-01-11 00:00:00;7.0;"11";"01";"2014";"tropical fruit";"yogurt";"bottled water";;;;;;;;
2940;2014-01-11 00:00:00;7.0;"11";"01";"2014";"citrus fruit";"sliced cheese";;;;;;;;;
3489;2014-01-11 00:00:00;7.0;"11";"01";"2014";"whole milk";"frozen dessert";"popcorn";;;;;;;;
3751;2014-01-11 00:00:00;7.0;"11";"01";"2014";"specialty chocolate";"pet care";;;;;;;;;
3840;2014-01-11 00:00:00;7.0;"11";"01";"2014";"butter";"butter";;;;;;;;;
3855;2014-01-11 00:00:00;7.0;"11";"01";"2014";"coffee";"white wine";;;;;;;;;
3920;2014-01-11 00:00:00;7.0;"11";"01";"2014";"whole milk";"coffee";;;;;;;;;
4078;2014-01-11 00:00:00;7.0;"11";"01";"2014";"ham";"hard cheese";;;;;;;;;
4081;2014-01-11 00:00:00;7.0;"11";"01";"2014";"pip fruit";"domestic eggs";;;;;;;;;
4403;2014-01-11 00:00:00;7.0;"11";"01";"2014";"butter";"pastry";"other vegetables";"other vegetables";;;;;;;
4467;2014-01-11 00:00:00;7.0;"11";"01";"2014";"white bread";"UHT-milk";;;;;;;;;
4557;2014-01-11 00:00:00;7.0;"11";"01";"2014";"tropical fruit";"soda";;;;;;;;;
4618;2014-01-11 00:00:00;7.0;"11";"01";"2014";"brown bread";"other vegetables";;;;;;;;;
4915;2014-01-11 00:00:00;7.0;"11";"01";"2014";"yogurt";"rolls/buns";;;;;;;;;
4916;2014-01-11 00:00:00;7.0;"11";"01";"2014";"grapes";"whole milk";"frozen vegetables";;;;;;;;
